"","X","AgentNo","Perceived_Support","Vulnerability_Group","Distress","MDD_onset","Appropriate_Received_support_count","Inappropriate_Received_support_count"
"193",193,193,10,"H",6.06814661770213,NA,4,0
"194",194,194,8.83968957904726,"H",18.7177182005211,1,4,0
"195",195,195,9.19562617689371,"H",19.7736312281002,1,5,0
"196",196,196,7.65190956322476,"H",24.7916673604738,1,5,0
"197",197,197,10,"H",7.58212567799809,NA,6,0
"198",198,198,10,"H",5.19845728947019,NA,2,0
"199",199,199,6.30445335367694,"H",34.998749002137,1,6,0
"200",200,200,6.79553393479437,"H",28.2103973754427,1,4,0
"201",201,201,8.12744466429576,"H",24.8802414648912,1,6,0
"202",202,202,10,"H",7.00880176003346,NA,3,0
"203",203,203,4.12382204458118,"H",43.941503805464,1,5,0
"204",204,204,10,"H",8.4893800555813,NA,6,0
"205",205,205,2.45198242636397,"H",43.7913494122299,1,3,0
"206",206,206,6.19852732643485,"H",38.1973353028297,1,7,0
"207",207,207,10,"H",7.16127231938935,NA,5,0
"208",208,208,7.99819142464548,"H",23.4078919651834,1,5,0
"209",209,209,7.45999188767746,"H",26.1382172174074,1,5,0
"210",210,210,8.99327596789226,"H",21.292977594652,1,5,0
"211",211,211,2.41557928072289,"H",44.0774722295729,1,3,0
"212",212,212,10,"H",4.84411235026676,NA,10,0
"213",213,213,7.12543955147266,"H",30.1435365026648,1,6,0
"214",214,214,2.96662922454998,"H",45.4274361110546,1,4,0
"215",215,215,8.10690999869257,"H",22.3607563693415,1,5,0
"216",216,216,10,"H",7.25595214974813,NA,6,0
"217",217,217,6.60824297470972,"H",33.4822124739939,1,7,0
"218",218,218,5.40545525699854,"H",32.8761952421882,1,4,0
"219",219,219,8.58746334947646,"H",15.7456144750118,1,3,0
"220",220,220,5.08556972462684,"H",32.3629684743556,1,4,0
"221",221,221,10,"H",10.1605254475451,NA,3,0
"222",222,222,5.00615318408236,"H",30.0367861058224,1,2,0
"223",223,223,10,"H",14.6605580553921,1,6,0
"224",224,224,6.2870528283529,"H",32.211042203551,1,5,0
"225",225,225,9.55837723137811,"H",13.9270811721682,1,3,0
"226",226,226,10,"H",8.04572422406213,NA,3,0
"227",227,227,7.11726736649871,"H",29.924651491642,1,5,0
"228",228,228,10,"H",9.38798708605834,NA,5,0
"229",229,229,5.86213446529582,"H",34.637958696891,1,6,0
"230",230,230,3.85801942292601,"H",38.737733427232,1,4,0
"231",231,231,10,"H",14.6910978977822,1,7,0
"232",232,232,10,"H",6.89269416039303,NA,5,0
"233",233,233,6.65726494016126,"H",29.0046620792963,1,4,0
"234",234,234,9.64511755397543,"H",21.8849415826527,1,7,0
"235",235,235,10,"H",14.7056807011366,1,6,0
"236",236,236,6.21656730445102,"H",33.1549790351228,1,5,0
"237",237,237,10,"H",7.3567805033431,NA,4,0
"238",238,238,10,"H",17.6481616061011,1,9,0
"239",239,239,10,"H",4.7323267929764,NA,6,0
"240",240,240,3.91098141577095,"H",43.5975356402722,1,5,0
"241",241,241,10,"H",5.10799803936177,NA,8,0
"242",242,242,5.30141679346561,"H",39.6938176285137,1,7,0
"243",243,243,8.76488237483427,"H",21.5896041825414,1,6,0
"244",244,244,6.17162193376571,"H",28.4511042890224,1,4,0
"245",245,245,3.21378685738891,"H",41.2307482586666,1,4,0
"246",246,246,10,"H",8.19133450629358,NA,6,0
"247",247,247,5.21141320541501,"H",39.5138332854618,1,6,0
"248",248,248,9.28485278347507,"H",22.6297333084724,1,6,0
"249",249,249,10,"H",6.29030248755588,NA,5,0
"250",250,250,10,"H",18.176361526007,1,6,0
"251",251,251,10,"H",4.36363636363637,NA,7,0
"252",252,252,5.95558274379,"H",37.6665480270982,1,6,0
"253",253,253,6.66822315827012,"H",21.8295716730031,1,1,0
"254",254,254,4.09848620789126,"H",40.3611510928381,1,5,0
"255",255,255,4.97787903966382,"H",33.4692550996488,1,4,0
"256",256,256,6.73265117127448,"H",30.0120676162568,1,5,0
"257",257,257,3.87506460445002,"H",41.463354453309,1,5,0
"258",258,258,10,"H",19.9825586701489,1,9,0
"259",259,259,7.46438852185383,"H",28.0281228137287,1,5,0
"260",260,260,6.48686757087708,"H",33.8845778725364,1,7,0
"261",261,261,4.7694160843268,"H",40.424366177483,1,6,0
"262",262,262,4.88342204736546,"H",39.6087037933143,1,5,0
"263",263,263,6.32051956644282,"H",27.0377328009768,1,3,0
"264",264,264,7.88891224460676,"H",18.6665647508069,1,3,0
"265",265,265,10,"H",5.32621216553856,NA,7,0
"266",266,266,8.49779978999868,"H",24.6005100072785,1,5,0
"267",267,267,10,"H",5.49825016796081,NA,4,0
"268",268,268,8.87863112492487,"H",27.0114278185096,1,9,0
"269",269,269,6.97058658488095,"H",29.8010767205195,1,5,0
"270",270,270,6.43013770366088,"H",30.9503082022071,1,5,0
"271",271,271,8.71645234161988,"H",15.5009352365678,1,2,0
"272",272,272,6.85644249236211,"H",24.5718873060562,1,3,0
"273",273,273,10,"H",5.01344162310389,NA,5,0
"274",274,274,10,"H",5.91681747121566,NA,4,0
"275",275,275,5.00275402301922,"H",33.7425278995525,1,4,0
"276",276,276,6.61878820015118,"H",26.8816514902494,1,4,0
"277",277,277,10,"H",4.89262447030368,NA,10,0
"278",278,278,6.2728089327924,"H",34.9459246569059,1,7,0
"279",279,279,10,"H",9.57914887447417,NA,6,0
"280",280,280,5.56495586717501,"H",36.1892834886909,1,6,0
"281",281,281,6.74075621152297,"H",29.4676092588089,1,4,0
"282",282,282,2.5493372538127,"H",43.6847101651809,1,3,0
"283",283,283,6.40690212910995,"H",32.6426088911566,1,6,0
"284",284,284,10,"H",5.22882629859006,NA,2,0
"285",285,285,8.31037333104759,"H",17.0183709190651,1,2,0
"286",286,286,10,"H",10.0262324912305,NA,4,0
"287",287,287,10,"H",5.71207424376838,NA,4,0
"288",288,288,5.17322345413268,"H",40.9532067456029,1,7,0
"289",289,289,5.60933375740424,"H",38.9865436040542,1,7,0
"290",290,290,5.36690303264186,"H",36.5444231302901,1,5,0
"291",291,291,5.38329308163375,"H",39.2092665528709,1,7,0
"292",292,292,7.89885165542364,"H",23.5868291399696,1,5,0
"293",293,293,10,"H",11.1466514724899,NA,3,0
"294",294,294,4.59885631259531,"H",32.577717908675,1,3,0
"295",295,295,10,"H",9.3137250112539,NA,6,0
"296",296,296,2.62056856453419,"H",43.0557008093054,1,3,0
"297",297,297,8.6112590902485,"H",10.4235966970975,NA,0,0
"298",298,298,10,"H",9.07926523489032,NA,7,0
"299",299,299,7.23491798462346,"H",30.365812430734,1,6,0
"300",300,300,4.21378409592435,"H",33.5580330359665,1,2,0
